count	reward_sum	squared_reward_sum	length
541	-96.9339739274213	31.530064403479862	2000
542	-151.86568081630915	10019.490849110605	899
543	-167.181119535932	10030.099445753838	1591
544	-93.05039429378924	10004.322539076293	206
545	-105.66954919064796	10015.000234432644	399
546	-77.52784417007341	10011.1729607677	245
547	-63.14440494795258	10017.74585545504	496
548	-157.23550637595355	10010.977218995393	1193
549	-68.16797124562122	18.594010310268356	2000
550	-100.63546533125728	10007.024643625882	332
551	-150.0747977597374	10017.945086431928	1187
552	-117.54424059958293	10010.44843207508	642
553	-58.725927300068015	9.605540110856401	2000
554	-132.1933405572534	10023.203971799041	707
555	-58.28325324827267	14.283732035006008	2000
556	-52.594201931380226	9.808407387183843	2000
557	-83.28235614914395	10007.476268265691	197
558	-65.12835475755017	10009.150545208608	417
559	-118.86440203863515	10017.523197695475	348
560	-115.97169849220938	10008.044048408441	622
561	-97.81981251702648	10013.05403331891	304
562	-105.74606405407576	24.679613879033948	2000
563	-85.64358446822986	10006.707089194211	143
564	28.128569838308035	29.93993336592635	2000
565	-103.23932643129884	10014.241446362654	1468
566	-52.204613816581116	7.732171140205066	2000
567	-88.90329597760504	24.74905931471226	2000
568	-93.57687981051996	10006.866650754704	228
569	-105.96704248950499	10008.590845579734	280
570	-107.09388324560074	10008.362536440663	400
571	-95.62182525712883	10005.881409414593	269
572	-112.9396950817616	18.940583923552342	2000
573	-59.78052484467979	27.151647293700012	2000
574	10.543266798735313	37.456955331040454	2000
575	-8.127909431179885	34.500892564235286	2000
576	-69.65124634596766	7.154687267724251	2000
577	-97.72764146242285	10013.438626914764	1034
578	-66.60317017761218	10016.44176009444	506
579	-94.41214435665145	10.031723050459167	2000
580	-113.94712078932824	10007.059147407685	323
581	-87.90979887260093	10011.835268637664	470
582	-110.69848505925076	31.871071966292124	2000
583	-49.86212519256286	37.974070733251956	2000
584	-46.01166844094439	28.980329155422364	2000
585	-74.1367341891596	10007.034292476732	381
586	-64.31599973264306	28.81933587626744	2000
587	-70.20481537243677	16.63096910191873	2000
588	-57.84631336436953	23.632121959622683	2000
589	-20.330540709243795	11.173945140173483	2000
590	-52.41400181031457	9.296909639884664	2000
591	-52.29735151605556	10.276258327751627	2000
592	-87.2387242934703	10006.570367107173	479
593	-87.35242264763494	10005.142144368438	184
594	-78.30812175949012	10008.549409421423	392
595	-103.01081031762037	10012.115051319917	312
596	-126.08376462900614	10010.006212047803	948
597	-85.58395913101882	10005.174414985102	194
598	-121.42703501389776	10019.375668467323	1593
599	-108.65952726663761	10005.469809071736	618
600	-77.56266959792234	17.33759405552345	2000
601	-99.66327063846508	10002.588791212316	106
602	-57.005914612541446	10018.626671436672	670
603	-77.04827796932985	16.116861145812347	2000
604	-9.943688004190932	10038.984095656197	1061
605	-156.9793264626976	10023.35293078558	1439
606	-88.57515144532307	25.100470348134696	2000
607	-107.84560282230005	10004.767622213616	540
608	-86.83118095303132	9.926466920696393	2000
609	-123.92237989688626	10013.708639702498	850
610	-74.78010235342006	17.646236792183792	2000
611	-117.10912255792371	10018.727950799333	1892
612	-79.12951369029135	14.017098503861554	2000
613	-85.34676357130866	13.731068052333908	2000
614	-87.6165572384947	12.004085988405496	2000
615	-48.23917897781529	10015.364553891337	448
616	-44.69072176671482	15.605844926494715	2000
617	13.127452257539606	24.67570142622496	2000
618	-126.45642202245787	10013.295241800617	1719
619	-3.104133620084397	10042.03711357559	1626
620	-50.33498009728384	18.174317449944837	2000
621	-93.90016543549442	10008.215308708955	240
622	-67.0734067074293	12.70257494862571	2000
623	-11.428120787203248	31.135894816034483	2000
624	-92.27720340669386	29.064610628204566	2000
625	-78.56336594975407	10.328954681578004	2000
626	-102.94849040206644	14.525916725576087	2000
627	-129.02255549554627	10026.33051127604	1121
628	-73.94045343494795	13.7180813023549	2000
629	-101.83655068991155	23.115714444763725	2000
630	-102.34315477352243	10006.944545021412	204
631	-125.57942931001811	10011.715900361794	1438
632	-37.70099294009669	11.033702109952978	2000
633	-126.44911971559836	10009.64537348814	967
634	-91.93639248530167	10010.089815246356	278
635	-112.6032141530976	10003.123454694633	67
636	-53.680327519380356	10014.343276368896	908
637	-136.4778573810211	10014.956156332522	979
638	-111.48505199958	10003.183198908318	59
639	-98.26600810125612	10007.742197146	740
640	-46.70675717931841	10.063254575401897	2000
641	-62.77385083374012	10011.271957008326	329
642	-106.25481110721046	10010.754157669468	339
643	10.145267294076257	39.23931951026586	2000
644	-84.74271530870756	10007.040050583153	195
