count	reward_sum	squared_reward_sum	length
495	-38.6184344802623	6.166797527475171	2000
496	-35.52456072846563	4.683979031328597	2000
497	-39.29131894162362	4.845598022220543	2000
498	-26.377148661319964	4.5181453850625894	2000
499	-37.76633670731592	5.10744466997676	2000
500	-25.243362154393356	3.9278444964564443	2000
501	-33.19421847568877	5.655951481514816	2000
502	-28.472550635556175	4.428129678900417	2000
503	-33.41168242766571	3.9040970821479517	2000
504	-31.46514593213291	4.480913151347526	2000
505	-45.67878944406944	5.964805404371464	2000
506	-26.750367842221117	5.328885021395016	2000
507	-29.612791804008538	3.4386925239281143	2000
508	-38.317929416043775	5.713735691208526	2000
509	-43.46259603165516	7.454358493982687	2000
510	-47.767172615517	4.490163054036532	2000
511	-41.17370040902749	3.648524997937566	2000
512	-35.93712631458307	3.9674571464049557	2000
513	-32.71700186381241	3.3814178791921408	2000
514	-36.50539767416853	6.634298578301454	2000
515	-32.75584832004753	6.411271976527072	2000
516	-28.35745748480176	5.6684871159750285	2000
517	-37.53518772215536	5.362152361224639	2000
518	-38.02355162479677	5.961270764485848	2000
519	-36.35878896476689	4.938536417716702	2000
520	-31.00524930007813	4.2897433744196665	2000
521	-28.789389805974402	5.936195794395743	2000
522	-29.50807338671498	3.437183974040154	2000
523	-29.45780017504609	4.1163074396401935	2000
524	18.041697113571555	20.619917712526917	2000
525	114.76708023472207	42.454374019602355	2000
526	-79.53198221464041	16.523842904773915	2000
527	-36.69046451330656	4.47093036659997	2000
528	-18.35450238354655	7.588114625533465	2000
529	-29.604313041032192	4.709613540597868	2000
530	-26.655178196586803	5.004887517308121	2000
531	-30.451837113372015	4.908227379169774	2000
532	-24.390274212279788	5.245846973309093	2000
533	-17.529271328805276	3.9455263649128436	2000
534	-22.27628325314902	4.584049994492015	2000
535	-27.681289504090557	4.411487283284784	2000
536	-24.340939799735366	6.615088890139874	2000
537	-121.38143880952035	10005.555756019554	94
538	-18.434049571675924	7.409326756038719	2000
539	-26.45662792962277	9.391495666670675	2000
540	-39.91926558844315	4.75296964279317	2000
541	-101.20243109264314	10002.65382662394	149
542	-47.072297102920764	4.531319236362819	2000
543	-49.035605046205404	4.46656775237111	2000
544	-133.37398603211983	10005.90148384778	1807
545	-18.14819972935811	11.473786195143063	2000
546	-35.162829258231945	4.862751695464047	2000
547	-22.688186950556208	9.028232492788842	2000
548	-32.810363711152384	7.3323271716447	2000
549	-29.398142355849497	4.186304897115269	2000
550	-56.47511967962215	5.954575649320592	2000
551	-32.86730248923441	6.979509803853114	2000
552	-25.822378345580855	4.554790055487697	2000
553	-26.71060535353232	5.116141438605008	2000
554	-29.31192793850876	4.3330992962776085	2000
555	-35.39743967173125	3.223442363442995	2000
556	-110.50866188743063	10002.156282755952	61
557	-113.9038507699011	10006.165559384011	1065
558	-96.96603094477521	10002.448896244057	132
559	-13.089885569167723	9.866350314422753	2000
560	11.35488973515922	15.651750736020158	2000
561	57.06140916572429	22.5781897305355	2000
562	151.06808823990696	40.52454845181399	2000
563	-63.22623402242783	27.05124408477916	2000
564	-16.086100981276008	10.867340691186149	2000
565	-54.258000446155506	8.55575765550678	2000
566	-38.443665576662674	5.558934185958138	2000
567	-51.075071963137795	7.47643946609394	2000
568	-111.77270661742878	10003.79461026851	221
569	22.9848498338472	12.637782372920968	2000
570	-31.6655161906421	3.7215923413757435	2000
571	-42.30135397187462	9.491298054785789	2000
572	-38.04445957889084	3.5119120851249623	2000
573	130.9593454321643	47.223111023320286	2000
574	-163.7419163326692	10011.062293264422	1803
575	-42.20456804096747	3.9763783867675824	2000
576	-40.15262693110782	6.30771192682364	2000
577	-64.21830783366346	3.762544167731363	2000
578	-59.94844045278584	4.173552692999379	2000
579	-83.36688614166779	7.754147177861148	2000
580	-20.32019545845293	10024.990911722694	444
581	56.24444533960539	34.00846703453102	2000
582	-116.51992210215357	10010.171771584497	101
583	-46.92470117434189	6.413679767317463	2000
584	-53.329564690285565	4.3938103600062375	2000
585	-33.089460825421696	5.69417113760332	2000
586	-44.06070367501869	7.107356297577977	2000
587	-86.38501868335281	10006.298963054634	221
588	-68.62665409094352	11.358273392702408	2000
589	-78.18681806818134	13.383154007871811	2000
590	-20.827252240082696	6.952550751481023	2000
591	32.25496932307059	17.069743504692497	2000
592	-30.27543076097037	5.079072922455798	2000
593	-79.23581549020976	10012.526967085545	723
594	183.55359842628042	44.4372048052821	2000
595	7.633212399281159	17.21472283179106	2000
596	-26.115253122326777	10028.023886686171	802
597	261.8167987378773	76.38284907003977	1635
598	163.86402058479342	47.11821952368112	2000
599	-82.23126308692733	7.69324366021373	2000
600	-104.78811960611291	10001.478708811394	75
601	256.55453887226764	71.52996557955701	1813
602	-92.62022031792947	4.963820928615526	2000
603	235.54134924332394	94.38372300701387	1941
604	-56.186822613306425	10024.595941121239	509
605	79.08723343362186	10069.02080023345	1198
606	-92.67595851741422	10005.458464382864	166
607	-105.22342168079646	10000.994016567101	54
608	12.731695703000241	10032.550487732626	845
609	-76.65164476846938	19.49159553146172	2000
610	-105.3789436625528	10000.798532168608	55
611	114.58155537743625	10063.2780519667	1115
612	-104.54629298420244	10004.77747448842	130
613	-97.23000918851919	10002.77096715444	114
614	-4.32093443080592	10030.317479409987	494
615	-90.90035887136628	10004.423640137136	117
616	273.50874220506574	71.1364056380656	1604
617	-34.29020784784193	16.73800991757229	2000
618	-81.33401259987572	10011.968584683596	240
619	153.00071390539281	54.6231011631064	2000
620	-42.29395701939627	21.635733685038304	2000
621	145.91584861296198	59.01730326985215	2000
622	-75.0133536693866	8.70792963195183	2000
623	145.65142984339616	65.09396494931167	2000
624	155.6246476669093	52.27892825628402	2000
625	-14.31584712248516	32.82510770200253	2000
626	283.70339849152083	89.77274876410378	1304
627	277.48238865974	78.43724085990284	1344
628	-81.18219644713159	14.59004999069664	2000
629	-81.12121191133109	13.418036744684054	2000
630	-52.06883995126115	8.200373486107999	2000
631	-87.15898791140698	6.519034792671247	2000
632	294.69388483216983	94.59632267946644	1179
633	-84.18894494485664	7.927010269012528	2000
634	146.8742039306308	10060.459858213095	1701
635	-60.61702742032032	10.365907173310521	2000
636	80.87586169268428	10057.564600688254	893
637	284.9148612202488	83.70078808570895	1288
638	290.98132326136613	91.44438259177038	1198
639	293.96527606438457	91.85479189836256	1203
